;iso_code;continent;location;date;total_cases;new_cases;total_deaths;new_deaths;total_cases_per_million;new_cases_per_million;total_deaths_per_million;new_deaths_per_million;new_tests;total_tests;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;tests_per_case;positive_rate;tests_units;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy;mes
576;KAZ;Asia;Kazakhstan;30/04/2020;3205;142;25;0;170.69;7.563;1.331;0;17112;249527;13.289;0.911;13719;0.731;94.707;0.011;tests performed;89.35;18776707;6.681;30.6;6.991;4.625;24.055.588;0.1;466.792;7.11;7;43.1;98.999;6.7;73.6;4
577;KAZ;Asia;Kazakhstan;31/05/2020;10858;476;38;1;578.27;25.351;2.024;0.053;24592;812881;43.292;1.31;22238;1.184;61.382;0.016;tests performed;83.8;18776707;6.681;30.6;6.991;4.625;24.055.588;0.1;466.792;7.11;7;43.1;98.999;6.7;73.6;5
578;KAZ;Asia;Kazakhstan;30/06/2020;21819;492;188;5;1.162.025;26.203;10.012;0.266;15304;1517098;80.797;0.815;20034;1.067;39.085;0.026;tests performed;80.09;18776707;6.681;30.6;6.991;4.625;24.055.588;0.1;466.792;7.11;7;43.1;98.999;6.7;73.6;6
579;KAZ;Asia;Kazakhstan;31/07/2020;89078;1414;793;0;4.744.069;75.306;42.233;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;18776707;6.681;30.6;6.991;4.625;24.055.588;0.1;466.792;7.11;7;43.1;98.999;6.7;73.6;7
580;KEN;Africa;Kenya;31/03/2020;50;8;1;0;0.93;0.149;0.019;0;234;1308;0.024;0.004;119;0.002;24.5;0.041;units unclear;87.04;53771300;87.324;20;2.686;1.528;2.993.028;36.8;218.637;2.92;1.2;20.4;24.651;1.4;66.7;3
581;KEN;Africa;Kenya;30/04/2020;384;10;15;1;7.141;0.186;0.279;0.019;NA;20268;0.377;NA;598;0.011;51.679;0.019;units unclear;91.67;53771300;87.324;20;2.686;1.528;2.993.028;36.8;218.637;2.92;1.2;20.4;24.651;1.4;66.7;4
582;KEN;Africa;Kenya;31/05/2020;1888;143;63;1;35.112;2.659;1.172;0.019;NA;78536;1.461;NA;2754;0.051;27.698;0.036;units unclear;93.52;53771300;87.324;20;2.686;1.528;2.993.028;36.8;218.637;2.92;1.2;20.4;24.651;1.4;66.7;5
583;KEN;Africa;Kenya;30/06/2020;6190;120;144;1;115.117;2.232;2.678;0.019;2419;169836;3.158;0.045;3328;0.062;16.724;0.06;units unclear;87.04;53771300;87.324;20;2.686;1.528;2.993.028;36.8;218.637;2.92;1.2;20.4;24.651;1.4;66.7;6
584;KEN;Africa;Kenya;31/07/2020;19913;788;325;14;370.328;14.655;6.044;0.26;8679;303959;5.653;0.161;5408;0.101;8.779;0.114;units unclear;78.7;53771300;87.324;20;2.686;1.528;2.993.028;36.8;218.637;2.92;1.2;20.4;24.651;1.4;66.7;7
585;OWID_KOS;Europe;Kosovo;31/03/2020;110;12;1;0;56.913;6.209;0.517;0;NA;NA;NA;NA;NA;NA;NA;NA;;92.59;1932774;168.155;NA;NA;NA;9.795.834;0.6;NA;NA;NA;NA;NA;NA;NA;3
586;OWID_KOS;Europe;Kosovo;30/04/2020;808;10;21;0;418.052;5.174;10.865;0;NA;NA;NA;NA;NA;NA;NA;NA;;92.59;1932774;168.155;NA;NA;NA;9.795.834;0.6;NA;NA;NA;NA;NA;NA;NA;4
587;OWID_KOS;Europe;Kosovo;31/05/2020;1070;6;30;0;553.608;3.104;15.522;0;NA;NA;NA;NA;NA;NA;NA;NA;;87.04;1932774;168.155;NA;NA;NA;9.795.834;0.6;NA;NA;NA;NA;NA;NA;NA;5
588;OWID_KOS;Europe;Kosovo;30/06/2020;2799;122;49;0;1.448.178;63.122;25.352;0;NA;NA;NA;NA;NA;NA;NA;NA;;59.26;1932774;168.155;NA;NA;NA;9.795.834;0.6;NA;NA;NA;NA;NA;NA;NA;6
589;OWID_KOS;Europe;Kosovo;31/07/2020;8104;258;212;16;4.192.937;133.487;109.687;8.278;NA;NA;NA;NA;NA;NA;NA;NA;;NA;1932774;168.155;NA;NA;NA;9.795.834;0.6;NA;NA;NA;NA;NA;NA;NA;7
590;KWT;Asia;Kuwait;31/01/2020;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;5.56;4270563;232.128;33.7;2.345;1.114;65.530.537;NA;132.235;15.84;2.7;37;NA;2;75.49;1
591;KWT;Asia;Kuwait;29/02/2020;45;2;0;0;10.537;0.468;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;13.89;4270563;232.128;33.7;2.345;1.114;65.530.537;NA;132.235;15.84;2.7;37;NA;2;75.49;2
592;KWT;Asia;Kuwait;31/03/2020;266;11;0;0;62.287;2.576;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;81.48;4270563;232.128;33.7;2.345;1.114;65.530.537;NA;132.235;15.84;2.7;37;NA;2;75.49;3
593;KWT;Asia;Kuwait;30/04/2020;3740;300;24;1;875.763;70.248;5.62;0.234;NA;NA;NA;NA;NA;NA;NA;NA;;88.89;4270563;232.128;33.7;2.345;1.114;65.530.537;NA;132.235;15.84;2.7;37;NA;2;75.49;4
594;KWT;Asia;Kuwait;31/05/2020;26192;1008;205;11;6.133.149;236.034;48.003;2.576;3349;293362;68.694;0.784;3182;0.745;3.889;0.257;tests performed;84.26;4270563;232.128;33.7;2.345;1.114;65.530.537;NA;132.235;15.84;2.7;37;NA;2;75.49;5
595;KWT;Asia;Kuwait;30/06/2020;45524;582;350;2;10.659.953;136.282;81.956;0.468;4045;386887;90.594;0.947;3664;0.858;4.901;0.204;tests performed;85.19;4270563;232.128;33.7;2.345;1.114;65.530.537;NA;132.235;15.84;2.7;37;NA;2;75.49;6
596;KWT;Asia;Kuwait;31/07/2020;66529;626;445;1;15.578.508;146.585;104.202;0.234;2920;505088;118.272;0.684;3668;0.859;5.513;0.181;tests performed;NA;4270563;232.128;33.7;2.345;1.114;65.530.537;NA;132.235;15.84;2.7;37;NA;2;75.49;7
597;KGZ;Asia;Kyrgyzstan;31/03/2020;84;0;0;0;12.875;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;92.13;6524191;32.333;26.3;4.489;2.882;3.393.474;1.4;436.362;7.11;3.6;50.5;89.22;4.5;71.45;3
598;KGZ;Asia;Kyrgyzstan;30/04/2020;746;17;8;0;114.344;2.606;1.226;0;NA;NA;NA;NA;NA;NA;NA;NA;;88.43;6524191;32.333;26.3;4.489;2.882;3.393.474;1.4;436.362;7.11;3.6;50.5;89.22;4.5;71.45;4
599;KGZ;Asia;Kyrgyzstan;31/05/2020;1748;26;16;0;267.926;3.985;2.452;0;NA;NA;NA;NA;NA;NA;NA;NA;;79.17;6524191;32.333;26.3;4.489;2.882;3.393.474;1.4;436.362;7.11;3.6;50.5;89.22;4.5;71.45;5
600;KGZ;Asia;Kyrgyzstan;30/06/2020;5296;279;57;7;811.748;42.764;8.737;1.073;NA;NA;NA;NA;NA;NA;NA;NA;;76.39;6524191;32.333;26.3;4.489;2.882;3.393.474;1.4;436.362;7.11;3.6;50.5;89.22;4.5;71.45;6
601;KGZ;Asia;Kyrgyzstan;31/07/2020;35805;582;1378;14;5.488.037;89.206;211.214;2.146;NA;NA;NA;NA;NA;NA;NA;NA;;NA;6524191;32.333;26.3;4.489;2.882;3.393.474;1.4;436.362;7.11;3.6;50.5;89.22;4.5;71.45;7
602;LAO;Asia;Laos;31/03/2020;9;3;0;0;1.237;0.412;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;96.3;7275556;29.715;24.4;4.029;2.322;6397.36;22.7;368.111;4;7.3;51.2;49.839;1.5;67.92;3
603;LAO;Asia;Laos;30/04/2020;19;0;0;0;2.611;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;96.3;7275556;29.715;24.4;4.029;2.322;6397.36;22.7;368.111;4;7.3;51.2;49.839;1.5;67.92;4
604;LAO;Asia;Laos;31/05/2020;19;0;0;0;2.611;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;54.63;7275556;29.715;24.4;4.029;2.322;6397.36;22.7;368.111;4;7.3;51.2;49.839;1.5;67.92;5
605;LAO;Asia;Laos;30/06/2020;19;0;0;0;2.611;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;33.33;7275556;29.715;24.4;4.029;2.322;6397.36;22.7;368.111;4;7.3;51.2;49.839;1.5;67.92;6
606;LAO;Asia;Laos;31/07/2020;20;0;0;0;2.749;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;11.11;7275556;29.715;24.4;4.029;2.322;6397.36;22.7;368.111;4;7.3;51.2;49.839;1.5;67.92;7
607;LVA;Europe;Latvia;29/02/2020;NA;NA;NA;NA;NA;NA;NA;NA;116;116;0.061;0.061;NA;NA;NA;NA;tests performed;8.33;1886202;31.212;43.9;19.754;14.136;25.063.846;0.7;350.06;4.91;25.6;51;NA;5.57;75.29;2
608;LVA;Europe;Latvia;31/03/2020;376;0;0;0;199.342;0;0;0;500;14807;7.85;0.265;880;0.467;31.429;0.032;tests performed;65.74;1886202;31.212;43.9;19.754;14.136;25.063.846;0.7;350.06;4.91;25.6;51;NA;5.57;75.29;3
609;LVA;Europe;Latvia;30/04/2020;849;13;15;2;450.111;6.892;7.952;1.06;3075;57886;30.689;1.63;2406;1.276;191.386;0.005;tests performed;65.74;1886202;31.212;43.9;19.754;14.136;25.063.846;0.7;350.06;4.91;25.6;51;NA;5.57;75.29;4
610;LVA;Europe;Latvia;31/05/2020;1065;1;24;0;564.627;0.53;12.724;0;897;109071;57.826;0.476;1432;0.759;527.579;0.002;tests performed;57.41;1886202;31.212;43.9;19.754;14.136;25.063.846;0.7;350.06;4.91;25.6;51;NA;5.57;75.29;5
611;LVA;Europe;Latvia;30/06/2020;1117;1;30;0;592.195;0.53;15.905;0;2060;150837;79.969;1.092;1486;0.788;1.733.667;0.001;tests performed;46.3;1886202;31.212;43.9;19.754;14.136;25.063.846;0.7;350.06;4.91;25.6;51;NA;5.57;75.29;6
612;LVA;Europe;Latvia;31/07/2020;1228;4;31;0;651.044;2.121;16.435;0;1473;198508;105.242;0.781;1432;0.759;400.96;0.002;tests performed;NA;1886202;31.212;43.9;19.754;14.136;25.063.846;0.7;350.06;4.91;25.6;51;NA;5.57;75.29;7
613;LBN;Asia;Lebanon;31/01/2020;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;0;6825442;594.561;31.1;8.514;5.43;13.367.565;NA;266.591;12.71;26.9;40.7;NA;2.9;78.93;1
614;LBN;Asia;Lebanon;29/02/2020;3;0;0;0;0.44;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;25;6825442;594.561;31.1;8.514;5.43;13.367.565;NA;266.591;12.71;26.9;40.7;NA;2.9;78.93;2
615;LBN;Asia;Lebanon;31/03/2020;446;8;11;1;65.344;1.172;1.612;0.147;NA;NA;NA;NA;NA;NA;NA;NA;;85.19;6825442;594.561;31.1;8.514;5.43;13.367.565;NA;266.591;12.71;26.9;40.7;NA;2.9;78.93;3
616;LBN;Asia;Lebanon;30/04/2020;721;4;24;0;105.634;0.586;3.516;0;NA;NA;NA;NA;NA;NA;NA;NA;;81.48;6825442;594.561;31.1;8.514;5.43;13.367.565;NA;266.591;12.71;26.9;40.7;NA;2.9;78.93;4
617;LBN;Asia;Lebanon;31/05/2020;1191;19;26;0;174.494;2.784;3.809;0;NA;NA;NA;NA;NA;NA;NA;NA;;74.07;6825442;594.561;31.1;8.514;5.43;13.367.565;NA;266.591;12.71;26.9;40.7;NA;2.9;78.93;5
618;LBN;Asia;Lebanon;30/06/2020;1745;5;34;0;255.661;0.733;4.981;0;NA;NA;NA;NA;NA;NA;NA;NA;;74.07;6825442;594.561;31.1;8.514;5.43;13.367.565;NA;266.591;12.71;26.9;40.7;NA;2.9;78.93;6
619;LBN;Asia;Lebanon;31/07/2020;4334;129;57;2;634.977;18.9;8.351;0.293;NA;NA;NA;NA;NA;NA;NA;NA;;NA;6825442;594.561;31.1;8.514;5.43;13.367.565;NA;266.591;12.71;26.9;40.7;NA;2.9;78.93;7
620;LSO;Africa;Lesotho;31/05/2020;2;0;0;0;0.934;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;62.04;2142252;73.562;22.2;4.506;2.647;2.851.153;59.6;405.126;3.94;0.4;53.9;2.117;NA;54.33;5
621;LSO;Africa;Lesotho;30/06/2020;27;0;0;0;12.604;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;54.63;2142252;73.562;22.2;4.506;2.647;2.851.153;59.6;405.126;3.94;0.4;53.9;2.117;NA;54.33;6
622;LSO;Africa;Lesotho;31/07/2020;604;28;13;0;281.946;13.07;6.068;0;NA;NA;NA;NA;NA;NA;NA;NA;;71.3;2142252;73.562;22.2;4.506;2.647;2.851.153;59.6;405.126;3.94;0.4;53.9;2.117;NA;54.33;7
623;LBR;Africa;Liberia;31/03/2020;3;0;0;0;0.593;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;79.63;5057677;49.127;19.2;3.057;1.756;752.788;38.6;272.509;2.42;1.5;18.1;1.188;0.8;64.1;3
624;LBR;Africa;Liberia;30/04/2020;141;0;16;0;27.878;0;3.164;0;NA;NA;NA;NA;NA;NA;NA;NA;;87.96;5057677;49.127;19.2;3.057;1.756;752.788;38.6;272.509;2.42;1.5;18.1;1.188;0.8;64.1;4
625;LBR;Africa;Liberia;31/05/2020;280;7;27;0;55.361;1.384;5.338;0;NA;NA;NA;NA;NA;NA;NA;NA;;84.26;5057677;49.127;19.2;3.057;1.756;752.788;38.6;272.509;2.42;1.5;18.1;1.188;0.8;64.1;5
626;LBR;Africa;Liberia;30/06/2020;770;2;36;2;152.244;0.395;7.118;0.395;NA;NA;NA;NA;NA;NA;NA;NA;;75.93;5057677;49.127;19.2;3.057;1.756;752.788;38.6;272.509;2.42;1.5;18.1;1.188;0.8;64.1;6
627;LBR;Africa;Liberia;31/07/2020;1181;2;73;1;233.506;0.395;14.434;0.198;NA;NA;NA;NA;NA;NA;NA;NA;;NA;5057677;49.127;19.2;3.057;1.756;752.788;38.6;272.509;2.42;1.5;18.1;1.188;0.8;64.1;7
628;LBY;Africa;Libya;31/03/2020;8;0;0;0;1.164;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;90.74;6871287;3.623;29;4.424;2.816;17.881.509;NA;341.862;10.43;NA;NA;NA;3.7;72.91;3
629;LBY;Africa;Libya;30/04/2020;61;0;2;0;8.878;0;0.291;0;NA;NA;NA;NA;NA;NA;NA;NA;;100;6871287;3.623;29;4.424;2.816;17.881.509;NA;341.862;10.43;NA;NA;NA;3.7;72.91;4
630;LBY;Africa;Libya;31/05/2020;130;12;5;0;18.919;1.746;0.728;0;NA;NA;NA;NA;NA;NA;NA;NA;;93.52;6871287;3.623;29;4.424;2.816;17.881.509;NA;341.862;10.43;NA;NA;NA;3.7;72.91;5
631;LBY;Africa;Libya;30/06/2020;762;0;21;0;110.896;0;3.056;0;NA;NA;NA;NA;NA;NA;NA;NA;;94.44;6871287;3.623;29;4.424;2.816;17.881.509;NA;341.862;10.43;NA;NA;NA;3.7;72.91;6
632;LBY;Africa;Libya;31/07/2020;3222;205;71;4;468.908;29.834;10.333;0.582;NA;NA;NA;NA;NA;NA;NA;NA;;NA;6871287;3.623;29;4.424;2.816;17.881.509;NA;341.862;10.43;NA;NA;NA;3.7;72.91;7
633;LIE;Europe;Liechtenstein;31/03/2020;64;2;0;0;1678.16;52.443;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;38137;237.012;NA;NA;NA;NA;NA;NA;7.77;NA;NA;NA;2.397;82.49;3
634;LIE;Europe;Liechtenstein;30/04/2020;83;0;1;0;2.176.364;0;26.221;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;38137;237.012;NA;NA;NA;NA;NA;NA;7.77;NA;NA;NA;2.397;82.49;4
635;LIE;Europe;Liechtenstein;31/05/2020;83;0;1;0;2.176.364;0;26.221;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;38137;237.012;NA;NA;NA;NA;NA;NA;7.77;NA;NA;NA;2.397;82.49;5
636;LIE;Europe;Liechtenstein;30/06/2020;83;0;1;0;2.176.364;0;26.221;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;38137;237.012;NA;NA;NA;NA;NA;NA;7.77;NA;NA;NA;2.397;82.49;6
637;LIE;Europe;Liechtenstein;31/07/2020;89;1;1;0;2.333.692;26.221;26.221;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;38137;237.012;NA;NA;NA;NA;NA;NA;7.77;NA;NA;NA;2.397;82.49;7
638;LTU;Europe;Lithuania;31/01/2020;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;0;2722291;45.135;43.5;19.002;13.778;29.524.265;0.7;342.989;3.67;21.3;38;NA;6.56;75.93;1
639;LTU;Europe;Lithuania;29/02/2020;1;0;0;0;0.367;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;samples tested;11.11;2722291;45.135;43.5;19.002;13.778;29.524.265;0.7;342.989;3.67;21.3;38;NA;6.56;75.93;2
640;LTU;Europe;Lithuania;31/03/2020;484;0;7;0;177.791;0;2.571;0;NA;NA;NA;NA;1175;0.432;26.967;0.037;samples tested;81.48;2722291;45.135;43.5;19.002;13.778;29.524.265;0.7;342.989;3.67;21.3;38;NA;6.56;75.93;3
641;LTU;Europe;Lithuania;30/04/2020;1375;31;45;1;505.089;11.387;16.53;0.367;7354;125555;46.121;2.701;5995;2.202;NA;NA;samples tested;77.78;2722291;45.135;43.5;19.002;13.778;29.524.265;0.7;342.989;3.67;21.3;38;NA;6.56;75.93;4
642;LTU;Europe;Lithuania;31/05/2020;1670;8;70;2;613.454;2.939;25.714;0.735;NA;302859;111.252;NA;5068;1.862;656.963;0.002;samples tested;71.3;2722291;45.135;43.5;19.002;13.778;29.524.265;0.7;342.989;3.67;21.3;38;NA;6.56;75.93;5
643;LTU;Europe;Lithuania;30/06/2020;1816;0;78;0;667.085;0;28.652;0;4472;422840;155.325;1.643;3489;1.282;1628.2;0.001;samples tested;35.19;2722291;45.135;43.5;19.002;13.778;29.524.265;0.7;342.989;3.67;21.3;38;NA;6.56;75.93;6
644;LTU;Europe;Lithuania;31/07/2020;2062;19;80;0;757.45;6.979;29.387;0;NA;NA;NA;NA;3612;1.327;247.882;0.004;samples tested;NA;2722291;45.135;43.5;19.002;13.778;29.524.265;0.7;342.989;3.67;21.3;38;NA;6.56;75.93;7
645;LUX;Europe;Luxembourg;31/01/2020;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;0;625976;231.447;39.7;14.312;9.842;94.277.965;0.2;128.275;4.42;20.9;26;NA;4.51;82.25;1
646;LUX;Europe;Luxembourg;29/02/2020;0;0;0;0;0;0;0;0;1;20;0.032;0.002;NA;NA;NA;NA;people tested;0;625976;231.447;39.7;14.312;9.842;94.277.965;0.2;128.275;4.42;20.9;26;NA;4.51;82.25;2
647;LUX;Europe;Luxembourg;31/03/2020;1988;38;22;1;3.175.841;60.705;35.145;1.598;1114;18786;30.011;1.78;1619;2.586;10.182;0.098;people tested;79.63;625976;231.447;39.7;14.312;9.842;94.277.965;0.2;128.275;4.42;20.9;26;NA;4.51;82.25;3
648;LUX;Europe;Luxembourg;30/04/2020;3769;28;89;0;6.020.998;44.73;142.178;0;1849;46048;73.562;2.954;1114;1.78;67.809;0.015;people tested;70.37;625976;231.447;39.7;14.312;9.842;94.277.965;0.2;128.275;4.42;20.9;26;NA;4.51;82.25;4
649;LUX;Europe;Luxembourg;31/05/2020;4016;4;110;0;6.415.581;6.39;175.726;0;162;78275;125.045;0.259;1414;2.259;380.692;0.003;people tested;43.52;625976;231.447;39.7;14.312;9.842;94.277.965;0.2;128.275;4.42;20.9;26;NA;4.51;82.25;5
650;LUX;Europe;Luxembourg;30/06/2020;4256;14;110;0;6.798.983;22.365;175.726;0;6726;195833;312.844;10.745;5165;8.251;267.815;0.004;people tested;24.07;625976;231.447;39.7;14.312;9.842;94.277.965;0.2;128.275;4.42;20.9;26;NA;4.51;82.25;6
651;LUX;Europe;Luxembourg;31/07/2020;6616;83;114;0;10.569.095;132.593;182.116;0;4274;429501;686.13;6.828;4719;7.539;49.748;0.02;people tested;NA;625976;231.447;39.7;14.312;9.842;94.277.965;0.2;128.275;4.42;20.9;26;NA;4.51;82.25;7
652;MKD;Europe;Macedonia;31/01/2020;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;2083380;82.6;39.1;13.26;8.16;13.111.214;5;322.688;10.08;NA;NA;NA;4.28;75.8;1
653;MKD;Europe;Macedonia;29/02/2020;1;0;0;0;0.48;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;NA;2083380;82.6;39.1;13.26;8.16;13.111.214;5;322.688;10.08;NA;NA;NA;4.28;75.8;2
654;MKD;Europe;Macedonia;31/03/2020;285;26;7;1;136.797;12.48;3.36;0.48;NA;NA;NA;NA;NA;NA;NA;NA;;NA;2083380;82.6;39.1;13.26;8.16;13.111.214;5;322.688;10.08;NA;NA;NA;4.28;75.8;3
655;MKD;Europe;Macedonia;30/04/2020;1442;21;73;2;692.144;10.08;35.039;0.96;NA;NA;NA;NA;NA;NA;NA;NA;;NA;2083380;82.6;39.1;13.26;8.16;13.111.214;5;322.688;10.08;NA;NA;NA;4.28;75.8;4
656;MKD;Europe;Macedonia;31/05/2020;2164;34;131;5;1.038.697;16.32;62.879;2.4;NA;NA;NA;NA;NA;NA;NA;NA;;NA;2083380;82.6;39.1;13.26;8.16;13.111.214;5;322.688;10.08;NA;NA;NA;4.28;75.8;5
657;MKD;Europe;Macedonia;30/06/2020;6224;132;298;12;2.987.453;63.359;143.037;5.76;NA;NA;NA;NA;NA;NA;NA;NA;;NA;2083380;82.6;39.1;13.26;8.16;13.111.214;5;322.688;10.08;NA;NA;NA;4.28;75.8;6
658;MKD;Europe;Macedonia;31/07/2020;10623;119;480;4;5.098.926;57.119;230.395;1.92;NA;NA;NA;NA;NA;NA;NA;NA;;NA;2083380;82.6;39.1;13.26;8.16;13.111.214;5;322.688;10.08;NA;NA;NA;4.28;75.8;7
659;MDG;Africa;Madagascar;31/03/2020;44;7;0;0;1.589;0.253;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;91.67;27691019;43.951;19.6;2.929;1.686;1416.44;77.6;405.994;3.94;NA;NA;50.54;0.2;67.04;3
660;MDG;Africa;Madagascar;30/04/2020;128;0;0;0;4.622;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;67.59;27691019;43.951;19.6;2.929;1.686;1416.44;77.6;405.994;3.94;NA;NA;50.54;0.2;67.04;4
661;MDG;Africa;Madagascar;31/05/2020;758;60;6;1;27.373;2.167;0.217;0.036;NA;NA;NA;NA;NA;NA;NA;NA;;70.37;27691019;43.951;19.6;2.929;1.686;1416.44;77.6;405.994;3.94;NA;NA;50.54;0.2;67.04;5
662;MDG;Africa;Madagascar;30/06/2020;2138;60;20;2;77.209;2.167;0.722;0.072;NA;NA;NA;NA;NA;NA;NA;NA;;68.98;27691019;43.951;19.6;2.929;1.686;1416.44;77.6;405.994;3.94;NA;NA;50.54;0.2;67.04;6
663;MDG;Africa;Madagascar;31/07/2020;10748;431;105;6;388.14;15.565;3.792;0.217;NA;NA;NA;NA;NA;NA;NA;NA;;NA;27691019;43.951;19.6;2.929;1.686;1416.44;77.6;405.994;3.94;NA;NA;50.54;0.2;67.04;7
664;MWI;Africa;Malawi;30/04/2020;36;0;3;0;1.882;0;0.157;0;NA;NA;NA;NA;NA;NA;NA;NA;;57.41;19129955;197.519;18.1;2.979;1.783;1.095.042;71.4;227.349;3.94;4.4;24.7;8.704;1.3;64.26;4
665;MWI;Africa;Malawi;31/05/2020;279;6;4;0;14.584;0.314;0.209;0;NA;NA;NA;NA;NA;NA;NA;NA;;57.41;19129955;197.519;18.1;2.979;1.783;1.095.042;71.4;227.349;3.94;4.4;24.7;8.704;1.3;64.26;5
666;MWI;Africa;Malawi;30/06/2020;1224;78;14;1;63.983;4.077;0.732;0.052;NA;NA;NA;NA;NA;NA;NA;NA;;57.41;19129955;197.519;18.1;2.979;1.783;1.095.042;71.4;227.349;3.94;4.4;24.7;8.704;1.3;64.26;6
667;MWI;Africa;Malawi;31/07/2020;3981;123;109;2;208.103;6.43;5.698;0.105;NA;NA;NA;NA;NA;NA;NA;NA;;NA;19129955;197.519;18.1;2.979;1.783;1.095.042;71.4;227.349;3.94;4.4;24.7;8.704;1.3;64.26;7
668;MYS;Asia;Malaysia;31/01/2020;8;1;0;0;0.247;0.031;0;0;NA;NA;NA;NA;NA;NA;NA;NA;;19.44;32365998;96.254;29.9;6.293;3.407;26.808.164;0.1;260.942;16.74;1;42.4;NA;1.9;76.16;1
669;MYS;Asia;Malaysia;29/02/2020;25;2;0;0;0.772;0.062;0;0;NA;NA;NA;NA;88;0.003;205.333;0.005;people tested;19.44;32365998;96.254;29.9;6.293;3.407;26.808.164;0.1;260.942;16.74;1;42.4;NA;1.9;76.16;2
670;MYS;Asia;Malaysia;31/03/2020;2626;156;37;3;81.135;4.82;1.143;0.093;1058;32264;0.997;0.033;2667;0.082;16.849;0.059;people tested;73.15;32365998;96.254;29.9;6.293;3.407;26.808.164;0.1;260.942;16.74;1;42.4;NA;1.9;76.16;3
671;MYS;Asia;Malaysia;30/04/2020;5945;94;100;0;183.68;2.904;3.09;0;NA;NA;NA;NA;6298;0.195;106.746;0.009;people tested;73.15;32365998;96.254;29.9;6.293;3.407;26.808.164;0.1;260.942;16.74;1;42.4;NA;1.9;76.16;4
672;MYS;Asia;Malaysia;31/05/2020;7762;30;115;0;239.82;0.927;3.553;0;6815;553183;17.091;0.211;6500;0.201;78.856;0.013;people tested;75;32365998;96.254;29.9;6.293;3.407;26.808.164;0.1;260.942;16.74;1;42.4;NA;1.9;76.16;5
673;MYS;Asia;Malaysia;30/06/2020;8637;3;121;0;266.854;0.093;3.738;0;8828;764999;23.636;0.273;10199;0.315;1427.86;0.001;people tested;50.93;32365998;96.254;29.9;6.293;3.407;26.808.164;0.1;260.942;16.74;1;42.4;NA;1.9;76.16;6
674;MYS;Asia;Malaysia;31/07/2020;8964;8;124;0;276.957;0.247;3.831;0;7565;970644;29.99;0.234;6494;0.201;366.597;0.003;people tested;NA;32365998;96.254;29.9;6.293;3.407;26.808.164;0.1;260.942;16.74;1;42.4;NA;1.9;76.16;7
675;MDV;Asia;Maldives;31/03/2020;17;0;0;0;31.45;0;0;0;NA;1132;2.094;NA;58;0.107;101.5;0.01;samples tested;NA;540542;1.454.433;30.6;4.12;2.875;15.183.616;NA;164.905;9.19;2.1;55;95.803;NA;78.92;3
676;MDV;Asia;Maldives;30/04/2020;277;32;0;0;512.449;59.2;0;0;NA;7311;13.525;NA;380;0.703;13.854;0.072;samples tested;NA;540542;1.454.433;30.6;4.12;2.875;15.183.616;NA;164.905;9.19;2.1;55;95.803;NA;78.92;4
677;MDV;Asia;Maldives;31/05/2020;1672;81;5;0;3.093.192;149.85;9.25;0;698;23825;44.076;1.291;763;1.412;14.474;0.069;samples tested;NA;540542;1.454.433;30.6;4.12;2.875;15.183.616;NA;164.905;9.19;2.1;55;95.803;NA;78.92;5
678;MDV;Asia;Maldives;30/06/2020;2336;13;8;0;4.321.588;24.05;14.8;0;998;50336;93.121;1.846;905;1.674;53.235;0.019;samples tested;NA;540542;1.454.433;30.6;4.12;2.875;15.183.616;NA;164.905;9.19;2.1;55;95.803;NA;78.92;6
